id,canonical_name,property_type_std,district_normalized,district,cluster_area,address_road,lat,lng,status_std,room_count,entity_id,hongdae_zone,phone,license_date,property_type_raw,raw_status,raw_status_detail,raw_x,raw_y,source_priority,name_eng,floors_above,floors_below,building_area
2680,SARA HOME,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 연남로3길 43-7, 102호 (연남동, 그랜드빌라)",37.560173,126.91763,active,1.0,2523,hongdae_area,,2018-07-19,외국인관광 도시민박업,영업/정상,영업중,192907.869232111,450880.418107742,seoul_open_data,SARA HOME,0.0,0.0,59.67
2681,시오,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29길 26-31, 301호 (서교동)",37.555491,126.925734,closed,1.0,2524,core_hongdae,,2018-07-20,외국인관광 도시민박업,폐업,폐업,193623.497709952,450360.255241031,seoul_open_data,Sio,0.0,0.0,19.8
2682,30 second,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29길 56-14, 101호 (서교동)",37.556376,126.924541,active,2.0,2525,core_hongdae,,2018-07-27,외국인관광 도시민박업,영업/정상,영업중,193518.237008117,450458.514370384,seoul_open_data,30 second,0.0,0.0,49.26
2683,서린스테이,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 연남로3길 43-7, B01호 (연남동, 그랜드빌라)",37.560173,126.91763,active,2.0,2526,hongdae_area,,2018-08-02,외국인관광 도시민박업,영업/정상,영업중,192907.869232111,450880.418107742,seoul_open_data,Serene Stay,0.0,0.0,70.56
2684,We Seoul Ⅱ,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 양화로7길 49, 배아띠빌딩 4층 (서교동)",37.552807,126.910959,closed,2.0,2527,fringe_hongdae,,2018-08-13,외국인관광 도시민박업,폐업,폐업,192317.741968817,450063.481534401,seoul_open_data,We Seoul Ⅱ,0.0,0.0,96.56
2685,스토리지 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 어울마당로 136-24, 101호 (서교동)",37.555608,126.922725,closed,2.0,2528,core_hongdae,,2018-08-13,외국인관광 도시민박업,폐업,폐업,193357.645832229,450373.394450003,seoul_open_data,Story G Guesthouse,0.0,0.0,66.36
2686,앨리스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 성미산로22길 38, 1층 (연남동)",37.561349,126.91863,closed,2.0,2529,hongdae_area,,2018-08-13,외국인관광 도시민박업,폐업,폐업,192996.392751796,451010.875185094,seoul_open_data,Alice,0.0,0.0,79.34
2687,아트스테이,guesthouse,마포구,마포구,,"서울특별시 마포구 망원로7길 17-12, 1층 (망원동)",37.558212,126.901941,closed,1.0,2530,,,2018-08-17,외국인관광 도시민박업,폐업,폐업,191521.453183507,450664.093180311,seoul_open_data,Art stay,0.0,0.0,36.85
2688,게스트하우스 파라솔,guesthouse,마포구,마포구,,"서울특별시 마포구 양화진4길 4-4, 1층 (합정동)",37.547531,126.909239,active,2.0,2531,,,2018-08-22,외국인관광 도시민박업,영업/정상,영업중,192165.186756416,449478.026034778,seoul_open_data,Guesthouse Parasol,0.0,0.0,59.1
2689,스테이 하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29바길 20, 2층 (서교동)",37.555556,126.922813,closed,2.0,2532,core_hongdae,,2018-08-27,외국인관광 도시민박업,폐업,폐업,193365.471353023,450367.601814517,seoul_open_data,Stay house,0.0,0.0,66.36
2690,블루 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로38길 19, 102호 (동교동)",37.55532,126.928889,closed,1.0,2533,core_hongdae,,2018-08-31,외국인관광 도시민박업,폐업,폐업,193902.310846069,450341.035690265,seoul_open_data,Blue Guesthouse,0.0,0.0,30.0
2691,종지하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로38길 29, 1층 102호 (연남동)",37.561595,126.922775,closed,1.0,2534,core_hongdae,,2018-09-03,외국인관광 도시민박업,폐업,폐업,193362.586063806,451037.895269057,seoul_open_data,Jongji House,0.0,0.0,37.0
2692,테이크원하우스 홍대,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로4길 90, 2층 (동교동)",37.559591,126.920498,active,5.0,2535,core_hongdae,,2018-09-06,외국인관광 도시민박업,영업/정상,영업중,193161.226416201,450815.693927609,seoul_open_data,Take 1,0.0,0.0,149.77
2693,패밀리하우스2,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로4길 90, 1층 (동교동)",37.559591,126.920498,active,5.0,2536,core_hongdae,,2018-09-06,외국인관광 도시민박업,영업/정상,영업중,193161.226416201,450815.693927609,seoul_open_data,Family House 2,0.0,0.0,149.77
2694,테이크원 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로4길 90, 지층 (동교동)",37.559591,126.920498,active,3.0,2537,core_hongdae,,2018-09-07,외국인관광 도시민박업,영업/정상,영업중,193161.226416201,450815.693927609,seoul_open_data,#take-1,0.0,0.0,136.27
2695,다우하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29나길 12, 1층 (서교동)",37.554851,126.925151,closed,3.0,2538,core_hongdae,,2018-09-10,외국인관광 도시민박업,폐업,폐업,193571.996043451,450289.275160699,seoul_open_data,Da-woo house,0.0,0.0,82.49
2696,다우하우스1,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29나길 12, 2층 (서교동)",37.554851,126.925151,active,3.0,2539,core_hongdae,,2018-09-10,외국인관광 도시민박업,영업/정상,영업중,193571.996043451,450289.275160699,seoul_open_data,Da-woo house1,0.0,0.0,82.49
2697,인자하우스,guesthouse,마포구,마포구,,"서울특별시 마포구 도화2길 29, 2층 (도화동)",37.539454,126.946717,active,1.0,2540,,,2018-09-13,외국인관광 도시민박업,영업/정상,영업중,195476.673293337,448579.106222906,seoul_open_data,In-Ja house,0.0,0.0,60.33
2698,Bliss penthouse2,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29길 20, 5~6층 (서교동)",37.555095,126.925976,active,4.0,2541,core_hongdae,,2018-09-13,외국인관광 도시민박업,영업/정상,영업중,193644.86756881,450316.212202067,seoul_open_data,Bliss penthouse2,0.0,0.0,178.33
2699,브라우니 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 양화로23길 24, 3층 (동교동)",37.55952,126.922246,closed,2.0,2358,core_hongdae,,2018-09-21,외국인관광 도시민박업,폐업,폐업,193315.680835538,450807.635845938,seoul_open_data,Brownie Guesthouse,0.0,0.0,89.38
2700,White House,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로24길 11, 201호 (창전동)",37.552742,126.922657,closed,1.0,2542,hongdae_area,,2018-09-27,외국인관광 도시민박업,폐업,폐업,193351.381112043,450055.292991885,seoul_open_data,White House,0.0,0.0,46.36
2701,월든,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로17길 83, 1~2층 (성산동)",37.558373,126.91114,closed,2.0,2543,fringe_hongdae,,2018-10-01,외국인관광 도시민박업,폐업,폐업,192334.310952374,450681.150911908,seoul_open_data,WALDEN,0.0,0.0,80.53
2702,ICOS,guesthouse,마포구,마포구,홍대권,서울특별시 마포구 고산3길 15 (노고산동),37.554559,126.935761,active,4.0,2082,fringe_hongdae,,2018-10-04,외국인관광 도시민박업,영업/정상,영업중,194509.498164928,450256.122550682,seoul_open_data,ICOS,0.0,0.0,49.59
2703,서울큐브이화,guesthouse,마포구,마포구,신촌권,서울특별시 마포구 대흥로30길 18-10 (염리동),37.556006,126.943967,active,4.0,2544,,,2018-10-08,외국인관광 도시민박업,영업/정상,영업중,195234.672721571,450416.289660875,seoul_open_data,Seoul Cube Ewha,0.0,0.0,123.99
2704,슬리퍼앤시퍼 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 성미산로29길 29-8, 1,2층 (연남동)",37.565218,126.918674,closed,7.0,2545,fringe_hongdae,,2018-10-08,외국인관광 도시민박업,폐업,폐업,193000.658858589,451440.314432613,seoul_open_data,Slippers n Sippers Guesthouse,0.0,0.0,175.18
2705,엘에이플라워,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로 258-1, 5층 (연남동)",37.562768,126.922146,closed,1.0,2546,hongdae_area,,2018-10-08,외국인관광 도시민박업,폐업,폐업,193307.19537157,451168.108128798,seoul_open_data,LA Flower,0.0,0.0,48.46
2706,James house,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로33길 37, 2층 (서교동)",37.555805,126.92556,closed,1.0,2547,core_hongdae,,2018-10-11,외국인관광 도시민박업,폐업,폐업,193608.205515104,450395.085334914,seoul_open_data,James house,0.0,0.0,48.39
2707,버틀러:리,guesthouse,마포구,마포구,홍대권,서울특별시 마포구 성미산로17길 7 (연남동),37.561883,126.915219,closed,5.0,2548,fringe_hongdae,,2018-10-16,외국인관광 도시민박업,폐업,폐업,192695.085506841,451070.436483955,seoul_open_data,BUTLER:LEE,0.0,0.0,143.6
2708,Y's house,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로6길 89-9, 2,3층 (연남동)",37.560546,126.91959,active,4.0,2549,hongdae_area,,2018-10-17,외국인관광 도시민박업,영업/정상,영업중,193081.146447617,450921.70101029,seoul_open_data,Y's house,0.0,0.0,183.36
2709,Joy house,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 양화로23길 30-1, 101호 (동교동)",37.559766,126.922234,closed,2.0,2550,core_hongdae,,2018-10-18,외국인관광 도시민박업,폐업,폐업,193314.657222998,450834.943899228,seoul_open_data,Joy house,0.0,0.0,99.0
2710,은집,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 성미산로32길 5, 201호 (연남동)",37.563838,126.921901,closed,1.0,2551,hongdae_area,,2018-10-19,외국인관광 도시민박업,폐업,폐업,193285.584200597,451286.898278727,seoul_open_data,Eun Jib,0.0,0.0,39.0
2711,모리 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 서강로1길 12-10, 2층 (창전동)",37.54902,126.928481,closed,3.0,2552,fringe_hongdae,,2018-10-25,외국인관광 도시민박업,폐업,폐업,193865.750143841,449641.786711172,seoul_open_data,Mori Guesthouse,0.0,0.0,110.74
2712,스페이스 라곰,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 성미산로 194-7, 2층 (연남동)",37.562504,126.923493,closed,2.0,2553,hongdae_area,,2018-10-25,외국인관광 도시민박업,폐업,폐업,193426.165393999,451138.710369569,seoul_open_data,Space Lagom,0.0,0.0,82.02
2713,티제이 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로33길 38, 501호 (서교동, LUCKY VILLE)",37.556013,126.925641,closed,3.0,2554,core_hongdae,,2018-10-25,외국인관광 도시민박업,폐업,폐업,193615.334680259,450418.151771166,seoul_open_data,TJ Guesthouse,0.0,0.0,126.85
2714,헤이마 게스트하우스2,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29마길 15-7, 2층 (서교동)",37.555246,126.923923,active,3.0,2555,core_hongdae,,2018-10-29,외국인관광 도시민박업,영업/정상,영업중,193463.50138296,450333.10818238,seoul_open_data,Heima Guesthouse2,0.0,0.0,105.0
2715,헤이마 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29마길 15-7, 1층 (서교동)",37.555246,126.923923,active,5.0,2556,core_hongdae,,2018-10-29,외국인관광 도시민박업,영업/정상,영업중,193463.50138296,450333.10818238,seoul_open_data,Heima Guesthouse,0.0,0.0,102.3
2716,연남베통브루트,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 성미산로29안길 19-7, 302호 (연남동)",37.56538,126.920163,active,2.0,2557,fringe_hongdae,,2018-10-29,외국인관광 도시민박업,영업/정상,영업중,193132.225237433,451458.208790218,seoul_open_data,YEONNAM betongbeulutey,0.0,0.0,156.56
2717,Plantenor house,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 연희로1길 55-4, 지1층 (연남동)",37.561411,126.92326,active,1.0,2558,core_hongdae,,2018-10-30,외국인관광 도시민박업,영업/정상,영업중,193405.477185927,451017.461424615,seoul_open_data,Plantenor house,0.0,0.0,30.0
2718,샤이닝 글로리 하우스,guesthouse,마포구,마포구,,"서울특별시 마포구 방울내로11길 97, 1층 (망원동)",37.561658,126.897911,closed,2.0,2559,,02  334 9000,2018-10-30,외국인관광 도시민박업,폐업,폐업,191165.776670869,451046.906812378,seoul_open_data,Shining Glory House,0.0,0.0,207.37
2719,Roof 23,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로38안길 18, 3층 (연남동)",37.562245,126.922209,active,1.0,2560,hongdae_area,,2018-10-30,외국인관광 도시민박업,영업/정상,영업중,193312.694171509,451110.102447909,seoul_open_data,Roof 23,0.0,0.0,48.7
2720,보나 하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 독막로20길 43, 지하1호 (창전동)",37.547127,126.92487,closed,1.0,2561,fringe_hongdae,02  333 0978,2018-10-31,외국인관광 도시민박업,폐업,폐업,193546.46693866,449431.912970556,seoul_open_data,Bona House,0.0,0.0,49.34
2721,8 street,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵로8길 48, 2층 (서교동)",37.553387,126.912004,closed,2.0,2562,fringe_hongdae,,2018-11-01,외국인관광 도시민박업,폐업,폐업,192410.091579461,450127.730792644,seoul_open_data,8 street,0.0,0.0,66.24
2722,써니하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로5길 49-7, 1층 (서교동)",37.556029,126.913581,closed,2.0,2563,fringe_hongdae,,2018-11-01,외국인관광 도시민박업,폐업,폐업,192549.742016095,450420.784442807,seoul_open_data,Sunny House,0.0,0.0,70.31
2723,네이처 게스트하우스,guesthouse,마포구,마포구,,"서울특별시 마포구 월드컵로8길 46-3, 2층 301호 (서교동)",,,closed,3.0,2564,,,2018-11-07,외국인관광 도시민박업,폐업,폐업,,,seoul_open_data,Nature Guesthouse,0.0,0.0,74.81
2724,달 하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로38길 38, 302호 (연남동)",37.561163,126.92275,active,1.0,2565,core_hongdae,,2018-11-07,외국인관광 도시민박업,영업/정상,영업중,193360.423708526,450989.968534989,seoul_open_data,Moon's house,0.0,0.0,40.0
2725,하이카페하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로17안길 48, 1층 (서교동)",37.556228,126.915883,closed,2.0,2566,hongdae_area,,2018-11-07,외국인관광 도시민박업,폐업,폐업,192753.213800815,450442.736744779,seoul_open_data,Hi cafe house,0.0,0.0,16.4
2726,Slow beat,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로23길 20-14, 지층01호 (서교동)",37.554038,126.921877,closed,3.0,2567,core_hongdae,,2018-11-07,외국인관광 도시민박업,폐업,폐업,193282.618456574,450199.233200393,seoul_open_data,Slow beat,0.0,0.0,83.6
2727,다올,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로 212-26, 1~2층 (동교동)",37.559344,126.921555,active,6.0,2568,core_hongdae,,2018-11-14,외국인관광 도시민박업,영업/정상,영업중,193254.616374185,450788.116302458,seoul_open_data,DA OL,0.0,0.0,168.48
2728,주니스 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 연남로7길 6, 2층 (연남동)",37.564241,126.916909,closed,2.0,2569,fringe_hongdae,,2018-11-14,외국인관광 도시민박업,휴업,휴업,192844.566045418,451332.011646565,seoul_open_data,Juny's Guesthouse,0.0,0.0,59.6
2729,LOFT 43 AMAZING HOUSE,guesthouse,마포구,마포구,,"서울특별시 마포구 새터산14길 43, 301호 (성산동)",37.566227,126.906236,active,1.0,2570,,,2018-11-19,외국인관광 도시민박업,영업/정상,영업중,191901.888435644,451553.310179732,seoul_open_data,LOFT 43 AMAZING HOUSE,0.0,0.0,78.01
2730,예쁜 집,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로25길 69-6, 지층 (연남동)",37.559436,126.916466,closed,1.0,2571,hongdae_area,,2018-11-21,외국인관광 도시민박업,폐업,폐업,192805.029419278,450798.787341523,seoul_open_data,Pretty House,0.0,0.0,41.0
2731,위드어스 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29마길 16-1, 3층 (서교동)",37.555534,126.92341,closed,2.0,2572,core_hongdae,,2018-11-22,외국인관광 도시민박업,폐업,폐업,193418.237795601,450365.150847677,seoul_open_data,With Us Guesthouse,0.0,0.0,122.3
2732,brother house,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 연희로1길 55-6, 102호 (연남동)",37.56135,126.923179,active,1.0,2573,core_hongdae,,2018-11-27,외국인관광 도시민박업,영업/정상,영업중,193398.293081947,451010.682192515,seoul_open_data,brother house,0.0,0.0,40.0
2733,Via Stay,guesthouse,마포구,마포구,,"서울특별시 마포구 월드컵북로48길 31, 202호 (상암동)",37.577377,126.892348,active,1.0,2574,,,2018-11-27,외국인관광 도시민박업,영업/정상,영업중,190676.233326516,452792.118163715,seoul_open_data,Via Stay,0.0,0.0,45.0
2734,99 게스트하우스 연남,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로41길 4, 4층 (연남동)",37.562695,126.921418,closed,1.0,2575,hongdae_area,,2018-12-04,외국인관광 도시민박업,폐업,폐업,193242.807509917,451160.089554708,seoul_open_data,99 Guesthouse Yeonnam,0.0,0.0,54.9
2735,다다하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로35길 17, 101호 (서교동, 각산타운)",37.555737,126.926704,active,2.0,2576,core_hongdae,,2018-12-07,외국인관광 도시민박업,영업/정상,영업중,193709.275558806,450387.465267008,seoul_open_data,Dada house,0.0,0.0,67.23
2736,Uncle Bo's Cozy Hut,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로2길 87, 202호 (동교동, 토우)",37.558511,126.921675,closed,1.0,2577,core_hongdae,,2018-12-10,외국인관광 도시민박업,폐업,폐업,193265.201095108,450695.662339093,seoul_open_data,Uncle Bo's Cozy Hut,0.0,0.0,40.0
2737,나무하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로38길 12, 2층 (연남동)",37.561894,126.922072,active,2.0,2578,hongdae_area,,2018-12-10,외국인관광 도시민박업,영업/정상,영업중,193300.575516572,451071.149864562,seoul_open_data,Namu house,0.0,0.0,64.59
2738,소트,guesthouse,마포구,마포구,,"서울특별시 마포구 월드컵로3길 75, B동 1층 2호 (합정동, 평안주택)",37.549115,126.90624,closed,2.0,2579,,,2018-12-11,외국인관광 도시민박업,폐업,폐업,191900.325887758,449654.022943921,seoul_open_data,Sort,0.0,0.0,68.89
2739,달리하우스,guesthouse,마포구,마포구,,"서울특별시 마포구 월드컵로3길 31-31, 네오빌딩 4층 (합정동)",37.549679,126.908293,active,2.0,2580,,,2018-12-11,외국인관광 도시민박업,영업/정상,영업중,192081.84194947,449716.470514058,seoul_open_data,DALLI HOUSE,0.0,0.0,97.82
2740,MU House,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로38안길 16, 3층 (연남동)",37.562249,126.922107,closed,1.0,2581,hongdae_area,,2018-12-17,외국인관광 도시민박업,취소/말소/만료/정지/중지,직권말소,193303.645426948,451110.57930807,seoul_open_data,MU House,0.0,0.0,50.15
2741,모카하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로5가길 34, 1~2층 (서교동)",37.556127,126.916418,closed,8.0,2582,hongdae_area,,2018-12-19,외국인관광 도시민박업,폐업,폐업,192800.472677493,450431.524609906,seoul_open_data,Moca House,0.0,0.0,166.19
2742,TOMI HOUSE,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로37길 12, 1층 2호 (동교동)",37.556211,126.927364,active,1.0,2583,core_hongdae,,2019-01-04,외국인관광 도시민박업,영업/정상,영업중,193767.65697356,450440.060655879,seoul_open_data,TOMI HOUSE,0.0,0.0,40.3
2743,Again Guesthouse,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29라길 7-1, 203호 (서교동)",37.555353,126.924597,active,1.0,2584,core_hongdae,,2019-01-04,외국인관광 도시민박업,영업/정상,영업중,193523.080426015,450344.952213363,seoul_open_data,Again Guesthouse,0.0,0.0,40.82
2744,스윗루나,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로34길 4, 2층 (연남동)",37.560932,126.921663,active,2.0,2585,core_hongdae,,2019-01-10,외국인관광 도시민박업,영업/정상,영업중,193264.293192192,450964.401826545,seoul_open_data,Sweet LUNA,0.0,0.0,60.49
2745,헬로월드 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 성미산로32길 20-7, 2층 (연남동)",37.563715,126.920782,active,3.0,2586,hongdae_area,,2019-01-14,외국인관광 도시민박업,영업/정상,영업중,193186.742683378,451273.340638663,seoul_open_data,Hello World Guesthouse,0.0,0.0,79.24
2746,Vacation 365 House,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로6길 81-9, 202호 (연남동)",37.560329,126.919177,closed,1.0,2587,hongdae_area,,2019-01-17,외국인관광 도시민박업,폐업,폐업,193044.584006373,450897.642325111,seoul_open_data,Vacation 365 House,0.0,0.0,34.86
2747,오즈 하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로32길 16, 103호 (연남동)",37.560547,126.922187,closed,1.0,2588,core_hongdae,,2019-01-17,외국인관광 도시민박업,폐업,폐업,193310.567619808,450921.648733725,seoul_open_data,OZ House,0.0,0.0,45.97
2748,Six morning guesthouse,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로4길 76, 5층 (동교동)",37.559114,126.920025,closed,2.0,2589,core_hongdae,,2019-01-17,외국인관광 도시민박업,폐업,폐업,193119.384004069,450762.716753887,seoul_open_data,Six morning guesthouse,0.0,0.0,99.06
2749,펭귄하우스,guesthouse,마포구,마포구,,"서울특별시 마포구 월드컵북로43길 10, 201호 (상암동)",37.574675,126.892343,closed,0.0,2590,,,2019-01-28,외국인관광 도시민박업,폐업,폐업,190675.472857688,452492.227350397,seoul_open_data,Penguin house,2.0,0.0,56.0
2750,진스파라다이스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로2길 81, 5층 (동교동)",37.558264,126.921524,active,0.0,2591,core_hongdae,,2019-01-29,외국인관광 도시민박업,영업/정상,영업중,193251.837781357,450668.269408404,seoul_open_data,Jin's paradise,0.0,0.0,93.55
2751,D.D House,guesthouse,마포구,마포구,,"서울특별시 마포구 포은로2길 4, 용꿈빌라 3층 2호 (합정동)",37.551255,126.904544,closed,0.0,2592,,,2019-01-30,외국인관광 도시민박업,폐업,폐업,191750.735300515,449891.768057038,seoul_open_data,D.D House,3.0,0.0,38.86
2752,지브로 홍대,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 연남로7길 24-10, 2층 (연남동)",37.564031,126.915822,closed,0.0,2593,fringe_hongdae,,2019-02-01,외국인관광 도시민박업,폐업,폐업,192748.527700804,451308.788896319,seoul_open_data,ZIBRO H,2.0,0.0,59.82
2753,오하나 하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로37길 52, 오하나 하우스 2,3,4층 (동교동)",37.556974,126.92545,active,0.0,2594,core_hongdae,,2019-02-07,외국인관광 도시민박업,영업/정상,영업중,193598.566714419,450524.841682092,seoul_open_data,Ohana House,0.0,0.0,229.0
2754,327#,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로5가길 31, 5층 (서교동)",37.556274,126.916585,closed,0.0,2595,hongdae_area,,2019-02-07,외국인관광 도시민박업,폐업,폐업,192815.172444797,450447.798539336,seoul_open_data,327sharp,0.0,0.0,67.6
2755,킹콩게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 독막로9길 37-4, 1,2층 (서교동)",37.550067,126.917475,closed,0.0,2411,fringe_hongdae,,2019-02-11,외국인관광 도시민박업,폐업,폐업,192893.258249902,449758.820989198,seoul_open_data,KINGKONG GUESTHOUSE,0.0,0.0,135.54
2756,버틀러리 연남 rail park,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 성미산로26길 37, 1,2층 (연남동)",37.56229,126.920505,closed,0.0,2596,hongdae_area,,2019-02-13,외국인관광 도시민박업,폐업,폐업,193162.125806495,451115.19486896,seoul_open_data,Butler:lee yeonnam rail park,0.0,0.0,164.21
2757,와이즈하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 월드컵북로6길 89-9, 지하1층 (연남동)",37.560546,126.91959,active,0.0,2597,hongdae_area,,2019-02-15,외국인관광 도시민박업,영업/정상,영업중,193081.146447617,450921.70101029,seoul_open_data,yz house,0.0,0.0,82.13
2758,리틀스타 게스트하우스,guesthouse,마포구,마포구,홍대권,서울특별시 마포구 성미산로 167-7 (연남동),37.564627,126.922103,closed,0.0,2598,hongdae_area,,2019-02-18,외국인관광 도시민박업,폐업,폐업,193303.568991463,451374.463315344,seoul_open_data,Little Star Guest house,0.0,0.0,187.79
2759,Gu&Anne,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로29가길 75, 201호 (서교동)",37.553739,126.922458,closed,0.0,2599,core_hongdae,,2019-02-18,외국인관광 도시민박업,폐업,폐업,193333.886440604,450165.94388401,seoul_open_data,Gu&Anne,0.0,0.0,76.03
2760,시크릿가든 하우스,guesthouse,마포구,마포구,홍대권,서울특별시 마포구 동교로 256-6 (연남동),37.562457,126.921995,closed,0.0,2600,hongdae_area,,2019-02-19,외국인관광 도시민박업,폐업,폐업,193293.799332592,451133.632847867,seoul_open_data,Secret Garden House,0.0,0.0,63.77
2761,스티치스 게스트하우스,guesthouse,마포구,마포구,,"서울특별시 마포구 포은로2나길 46, 1,2층 (합정동)",37.550333,126.906951,active,0.0,2601,,,2019-02-22,외국인관광 도시민박업,영업/정상,영업중,191963.325199145,449789.137399167,seoul_open_data,Stitches guest house,0.0,0.0,168.96
2762,루프탑하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 양화로18안길 28, 3,4층 (동교동)",37.556932,126.9233,active,0.0,2602,core_hongdae,,2019-03-04,외국인관광 도시민박업,영업/정상,영업중,193408.563964204,450520.345888052,seoul_open_data,Rooftop house,0.0,0.0,105.92
2763,돌마,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로23길 32, 501호 (동교동)",37.557441,126.917213,active,0.0,2603,hongdae_area,,2019-03-07,외국인관광 도시민박업,영업/정상,영업중,192870.812531356,450577.235065305,seoul_open_data,Dolma,0.0,0.0,149.02
2764,라임하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로17길 83, 1,2층 (성산동)",37.558373,126.91114,closed,0.0,2604,fringe_hongdae,,2019-03-08,외국인관광 도시민박업,폐업,폐업,192334.310952374,450681.150911908,seoul_open_data,Raim House,0.0,0.0,80.53
2765,Alicia's house,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 동교로27길 44-7, 201호 (연남동)",37.560102,126.918846,closed,0.0,2605,hongdae_area,,2019-03-11,외국인관광 도시민박업,폐업,폐업,193015.317880622,450872.501616269,seoul_open_data,Alicia's house,0.0,0.0,26.34
2766,드림 게스트하우스,guesthouse,마포구,마포구,홍대권,"서울특별시 마포구 와우산로33길 36, 201호 (서교동, 한일빌리지)",37.555925,126.925804,closed,0.0,2606,core_hongdae,,2019-03-15,외국인관광 도시민박업,폐업,폐업,193629.754729487,450408.3878218,seoul_open_data,Dream guesthouse,0.0,0.0,60.65
